,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
438,0.5423,Mon Mar 26 19:40:04 +0000 2018,0.653,0.06,0.286,39,@nytimes
439,0.0,Mon Mar 26 19:30:05 +0000 2018,1.0,0.0,0.0,40,@nytimes
440,-0.5267,Mon Mar 26 19:20:01 +0000 2018,0.855,0.145,0.0,41,@nytimes
441,-0.7003,Mon Mar 26 19:10:03 +0000 2018,0.756,0.244,0.0,42,@nytimes
442,0.296,Mon Mar 26 19:03:10 +0000 2018,0.879,0.0,0.121,43,@nytimes
443,0.0,Mon Mar 26 19:00:09 +0000 2018,1.0,0.0,0.0,44,@nytimes
444,0.0,Mon Mar 26 18:44:40 +0000 2018,1.0,0.0,0.0,45,@nytimes
445,-0.7003,Mon Mar 26 18:30:06 +0000 2018,0.784,0.216,0.0,46,@nytimes
446,0.4939,Mon Mar 26 18:20:04 +0000 2018,0.738,0.0,0.262,47,@nytimes
447,0.7263,Mon Mar 26 18:10:07 +0000 2018,0.568,0.136,0.296,48,@nytimes
448,-0.5574,Mon Mar 26 18:00:19 +0000 2018,0.69,0.31,0.0,49,@nytimes
449,-0.4767,Mon Mar 26 17:50:07 +0000 2018,0.866,0.134,0.0,50,@nytimes
450,-0.5423,Mon Mar 26 17:40:05 +0000 2018,0.783,0.166,0.051,51,@nytimes
451,-0.4019,Mon Mar 26 17:30:03 +0000 2018,0.803,0.197,0.0,52,@nytimes
452,-0.3818,Mon Mar 26 17:20:10 +0000 2018,0.874,0.126,0.0,53,@nytimes
453,0.4404,Mon Mar 26 17:10:13 +0000 2018,0.868,0.0,0.132,54,@nytimes
454,0.3818,Mon Mar 26 17:00:05 +0000 2018,0.773,0.055,0.173,55,@nytimes
455,0.0,Mon Mar 26 16:50:10 +0000 2018,1.0,0.0,0.0,56,@nytimes
456,-0.5267,Mon Mar 26 16:40:08 +0000 2018,0.825,0.175,0.0,57,@nytimes
457,0.4019,Mon Mar 26 16:30:11 +0000 2018,0.837,0.0,0.163,58,@nytimes
458,-0.4118,Mon Mar 26 16:20:08 +0000 2018,0.744,0.182,0.074,59,@nytimes
459,-0.4588,Mon Mar 26 16:10:07 +0000 2018,0.875,0.125,0.0,60,@nytimes
460,0.6124,Mon Mar 26 16:00:20 +0000 2018,0.826,0.0,0.174,61,@nytimes
461,0.4215,Mon Mar 26 15:50:09 +0000 2018,0.865,0.0,0.135,62,@nytimes
462,0.0,Mon Mar 26 15:40:04 +0000 2018,1.0,0.0,0.0,63,@nytimes
463,-0.5267,Mon Mar 26 15:30:11 +0000 2018,0.769,0.167,0.064,64,@nytimes
464,-0.5574,Mon Mar 26 15:20:04 +0000 2018,0.854,0.146,0.0,65,@nytimes
465,-0.7184,Mon Mar 26 15:10:09 +0000 2018,0.76,0.24,0.0,66,@nytimes
466,0.0,Mon Mar 26 15:00:32 +0000 2018,1.0,0.0,0.0,67,@nytimes
467,0.0,Mon Mar 26 14:44:01 +0000 2018,1.0,0.0,0.0,68,@nytimes
468,-0.128,Mon Mar 26 14:30:08 +0000 2018,0.927,0.073,0.0,69,@nytimes
469,0.0,Mon Mar 26 14:16:04 +0000 2018,1.0,0.0,0.0,70,@nytimes
470,-0.2263,Mon Mar 26 14:00:17 +0000 2018,0.853,0.147,0.0,71,@nytimes
471,-0.7184,Mon Mar 26 13:45:09 +0000 2018,0.714,0.286,0.0,72,@nytimes
472,-0.4215,Mon Mar 26 13:30:02 +0000 2018,0.826,0.174,0.0,73,@nytimes
473,-0.6774,Mon Mar 26 13:15:06 +0000 2018,0.557,0.443,0.0,74,@nytimes
474,-0.7003,Mon Mar 26 13:05:43 +0000 2018,0.746,0.254,0.0,75,@nytimes
475,0.0,Mon Mar 26 13:00:23 +0000 2018,1.0,0.0,0.0,76,@nytimes
476,0.3034,Mon Mar 26 12:49:04 +0000 2018,0.895,0.0,0.105,77,@nytimes
477,0.0,Mon Mar 26 12:46:06 +0000 2018,1.0,0.0,0.0,78,@nytimes
478,-0.0516,Mon Mar 26 12:28:01 +0000 2018,0.938,0.062,0.0,79,@nytimes
479,0.0516,Mon Mar 26 12:16:02 +0000 2018,0.8,0.096,0.104,80,@nytimes
480,0.0,Mon Mar 26 12:00:02 +0000 2018,1.0,0.0,0.0,81,@nytimes
481,0.0,Mon Mar 26 11:40:04 +0000 2018,1.0,0.0,0.0,82,@nytimes
482,0.0,Mon Mar 26 11:30:05 +0000 2018,1.0,0.0,0.0,83,@nytimes
483,-0.2263,Mon Mar 26 11:15:05 +0000 2018,0.779,0.13,0.091,84,@nytimes
484,0.128,Mon Mar 26 11:00:13 +0000 2018,0.914,0.0,0.086,85,@nytimes
485,-0.1154,Mon Mar 26 10:51:03 +0000 2018,0.932,0.068,0.0,86,@nytimes
486,0.0,Mon Mar 26 10:40:08 +0000 2018,1.0,0.0,0.0,87,@nytimes
487,-0.5106,Mon Mar 26 10:30:07 +0000 2018,0.711,0.213,0.075,88,@nytimes
488,0.0,Mon Mar 26 10:00:14 +0000 2018,1.0,0.0,0.0,89,@nytimes
489,-0.7269,Mon Mar 26 10:00:12 +0000 2018,0.638,0.289,0.072,90,@nytimes
490,0.1027,Mon Mar 26 09:45:03 +0000 2018,0.655,0.148,0.197,91,@nytimes
491,0.0,Mon Mar 26 09:30:10 +0000 2018,1.0,0.0,0.0,92,@nytimes
492,0.128,Mon Mar 26 09:15:08 +0000 2018,0.753,0.113,0.134,93,@nytimes
493,-0.6486,Mon Mar 26 09:00:07 +0000 2018,0.815,0.185,0.0,94,@nytimes
494,0.0,Mon Mar 26 08:45:08 +0000 2018,1.0,0.0,0.0,95,@nytimes
495,0.0,Mon Mar 26 08:30:12 +0000 2018,1.0,0.0,0.0,96,@nytimes
496,-0.4588,Mon Mar 26 08:15:04 +0000 2018,0.875,0.125,0.0,97,@nytimes
497,-0.6486,Mon Mar 26 08:00:06 +0000 2018,0.717,0.283,0.0,98,@nytimes
498,-0.34,Mon Mar 26 07:46:02 +0000 2018,0.882,0.118,0.0,99,@nytimes
499,0.3182,Mon Mar 26 07:18:37 +0000 2018,0.901,0.0,0.099,100,@nytimes
